Hotel,IsCanceled,LeadTime,ArrivalDateMonth,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
41939,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41940,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41941,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41942,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41943,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41944,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41945,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41946,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41947,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41948,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41949,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41950,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41951,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41952,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41953,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41954,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41955,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41956,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41957,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41958,City Hotel,1,115,3,20,2,0,1,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,22,Transient,70.0,0,0
41959,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41960,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41961,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41962,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41963,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41964,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41965,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41966,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41967,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41968,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41969,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41970,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41971,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41972,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41973,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41974,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41975,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41976,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41977,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41978,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41979,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41980,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41981,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41982,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
41983,City Hotel,1,305,10,1,1,1,2,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,17,Transient,100.0,0,0
42150,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42151,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42152,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42153,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42154,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42155,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42156,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42157,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42158,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42159,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42160,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42161,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42162,City Hotel,1,317,9,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,56,Transient,90.0,0,0
42167,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42168,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42169,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42170,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42171,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42172,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42173,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42174,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42175,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42176,City Hotel,1,203,6,2,0,3,2,0.0,0,BB,PRT,Groups,0,1,0,A,0,Non Refund,41,Transient,65.0,0,0
42182,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42183,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42184,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42185,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42186,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42187,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42188,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42189,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42190,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42191,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42192,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42193,City Hotel,1,97,3,20,2,5,1,0.0,0,HB,PRT,Groups,0,1,0,A,0,Non Refund,9,Transient,79.43,0,0
42279,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42280,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42281,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42282,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42283,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42284,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42285,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42286,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42287,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42288,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42289,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42290,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42291,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42292,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42293,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42294,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42295,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42296,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42297,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42298,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42299,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42300,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42301,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42302,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42303,City Hotel,1,94,3,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,1,0,A,0,Non Refund,28,Transient,80.0,0,0
42908,City Hotel,0,1,4,28,0,1,1,0.0,0,BB,GBR,Offline TA/TO,1,0,9,A,0,No Deposit,1,Transient-Party,45.0,0,2
42992,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
42993,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,2
42994,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
42995,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
42996,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
42997,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,2
42998,City Hotel,0,50,1,14,0,3,1,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,1,No Deposit,43,Transient-Party,51.0,0,1
42999,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
43000,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
43001,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,2
43002,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
43003,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient,52.0,0,1
43004,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
43005,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,1
43006,City Hotel,0,50,1,14,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,43,Transient-Party,52.0,0,2
43008,City Hotel,0,50,1,14,0,3,1,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,1,No Deposit,43,Transient-Party,1.0,0,2
43032,City Hotel,1,189,4,8,0,2,2,0.0,0,BB,PRT,Groups,0,3,4,A,0,No Deposit,31,Transient-Party,12.0,0,0
43033,City Hotel,1,190,4,9,1,1,2,0.0,0,BB,PRT,Groups,0,3,4,A,0,No Deposit,31,Transient-Party,70.0,0,0
43034,City Hotel,1,191,4,10,2,0,2,0.0,0,BB,PRT,Groups,0,3,4,A,0,No Deposit,31,Transient-Party,12.0,0,0
43189,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43192,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,ARG,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43193,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43194,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,ITA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43195,City Hotel,0,33,1,25,1,1,3,0.0,0,BB,ARG,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,95.0,0,0
43196,City Hotel,0,33,1,25,1,1,1,0.0,0,BB,ESP,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,59.0,0,0
43197,City Hotel,0,33,1,25,1,1,3,0.0,0,BB,BRA,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,95.0,0,0
43198,City Hotel,0,33,1,25,1,1,3,0.0,0,BB,BRA,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,95.0,0,0
43199,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,ARM,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43200,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43201,City Hotel,0,32,1,24,2,1,3,0.0,0,BB,BRA,Corporate,0,0,0,D,1,No Deposit,15,Transient-Party,95.0,0,1
43202,City Hotel,0,33,1,25,1,1,1,0.0,0,BB,PRT,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,59.0,0,0
43204,City Hotel,0,33,1,25,1,1,3,0.0,0,BB,ARG,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,95.0,0,1
43205,City Hotel,0,33,1,25,1,1,1,0.0,0,BB,CHL,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,59.0,0,0
43206,City Hotel,0,32,1,24,2,1,2,0.0,0,BB,ARG,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,64.0,0,0
43219,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43222,City Hotel,0,33,1,25,1,1,1,0.0,0,BB,ESP,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,1.0,0,0
43223,City Hotel,0,34,1,26,0,1,1,0.0,0,BB,PRT,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,59.0,0,0
43224,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43225,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43226,City Hotel,0,33,1,25,1,1,2,0.0,0,BB,BRA,Corporate,0,0,0,A,0,No Deposit,15,Transient-Party,64.0,0,0
43234,City Hotel,0,33,1,25,1,2,3,0.0,0,BB,BRA,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,95.0,0,0
43235,City Hotel,0,33,1,25,1,2,2,0.0,0,BB,BRA,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,64.0,0,0
43266,City Hotel,0,33,1,25,1,3,2,0.0,0,BB,BRA,Corporate,0,0,0,A,1,No Deposit,15,Transient-Party,64.0,0,0
46045,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46047,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46054,City Hotel,0,81,3,25,1,2,3,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,2,No Deposit,4,Transient-Party,94.0,0,0
46063,City Hotel,0,81,3,25,1,2,3,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,2,No Deposit,4,Transient-Party,94.0,0,0
46081,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,4,No Deposit,4,Transient-Party,65.0,0,1
46083,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46085,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,IRL,Offline TA/TO,0,0,0,A,4,No Deposit,4,Transient-Party,65.0,0,1
46086,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,IRL,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46087,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46088,City Hotel,0,81,3,25,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46127,City Hotel,0,82,3,26,2,1,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,4,Transient-Party,65.0,0,0
46128,City Hotel,0,82,3,26,2,1,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,3,No Deposit,4,Transient-Party,43.33,0,0
46132,City Hotel,0,81,3,25,2,2,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,4,Transient-Party,69.5,0,0
46167,City Hotel,0,41,3,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,1,No Deposit,22,Transient-Party,107.0,0,1
46772,City Hotel,0,115,4,8,0,2,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,34,Transient-Party,65.0,0,1
46777,City Hotel,0,115,4,8,0,2,3,0.0,0,BB,FRA,Groups,0,0,0,A,2,No Deposit,34,Transient-Party,94.25,0,1
46780,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,FRA,Groups,0,0,0,A,1,No Deposit,34,Transient-Party,57.5,0,0
46781,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,34,Transient-Party,57.5,0,0
46785,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,34,Transient-Party,57.5,0,0
46786,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,2,No Deposit,34,Transient-Party,57.5,0,1
46790,City Hotel,0,115,4,8,0,2,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,34,Transient-Party,65.0,0,1
46791,City Hotel,0,115,4,8,0,2,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,34,Transient-Party,65.0,0,1
46795,City Hotel,0,115,4,8,0,2,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,34,Transient-Party,65.0,0,1
46800,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,FRA,Groups,0,0,0,A,1,No Deposit,34,Transient-Party,57.5,0,0
46804,City Hotel,0,115,4,8,0,2,1,0.0,0,BB,FRA,Groups,0,0,0,A,2,No Deposit,34,Transient-Party,57.5,0,1
46806,City Hotel,0,115,4,8,0,2,2,0.0,0,BB,FRA,Groups,0,0,0,A,1,No Deposit,34,Transient,65.0,0,1
46820,City Hotel,0,82,4,9,1,1,2,0.0,0,HB,PRT,Groups,0,0,0,A,0,No Deposit,72,Transient-Party,90.0,0,1
47143,City Hotel,0,122,4,15,0,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47187,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47189,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47190,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47192,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47193,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47197,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47200,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47214,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,2,No Deposit,56,Transient,40.5,0,0
47215,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
47216,City Hotel,0,122,4,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0
